rowOrder;titleOrderInRow;positionScore
4;35;95.39903186612251
4;36;90.62908027281638
4;37;86.09762625917556
4;38;81.79274494621677
4;39;77.70310769890592
4;40;73.81795231396063
4;41;70.1270546982626
4;42;66.62070196334946
4;43;63.289666865181985
4;44;60.125183521922885
4;45;57.11892434582674
4;46;54.2629781285354
4;47;51.54982922210863
4;48;48.972337761003196
4;49;46.523720872953035
4;50;44.19753482930538
4;51;41.98765808784011
4;52;39.8882751834481
4;53;37.89386142427569
4;54;35.999168353061904
4;55;34.19920993540881
4;56;32.48924943863837
4;57;30.864786966706447
4;58;29.321547618371124
4;59;27.855470237452565
4;60;26.462696725579935
4;61;25.139561889300936
4;62;23.882583794835888
4;63;22.688454605094094
4;64;21.55403187483939
4;65;20.476330281097418
4;66;19.452513767042547
4;67;18.47988807869042
4;68;17.555893674755897
4;69;16.6780989910181
4;70;15.844194041467194
5;1;649.8
5;2;617.31
5;3;586.4445
5;4;557.122275
5;5;501.41004749999996
5;6;401.128038
5;7;381.0716361
5;8;362.01805429499996
5;9;343.91715158024994
5;10;326.7212940012374
5;11;310.3852293011755
5;12;294.86596783611674
5;13;280.1226694443109
5;14;266.11653597209533
5;15;252.81070917349055
5;16;240.170173714816
5;17;228.16166502907518
5;18;216.7535817776214
5;19;205.91590268874032
5;20;195.6201075543033
5;21;185.83910217658814
5;22;176.54714706775871
5;23;167.71978971437076
5;24;159.33380022865222
5;25;151.36711021721962
5;26;143.79875470635864
5;27;136.6088169710407
5;28;129.77837612248868
5;29;123.28945731636423
5;30;117.12498445054602
5;31;111.26873522801871
5;32;105.70529846661778
5;33;100.42003354328688
5;34;95.39903186612253
5;35;90.6290802728164
5;36;86.09762625917557
5;37;81.79274494621679
5;38;77.70310769890594
5;39;73.81795231396063
5;40;70.1270546982626
5;41;66.62070196334946
5;42;63.289666865181985
5;43;60.125183521922885
5;44;57.11892434582674
5;45;54.2629781285354
5;46;51.54982922210863
5;47;48.972337761003196
5;48;46.523720872953035
5;49;44.19753482930538
5;50;41.98765808784011
5;51;39.8882751834481
5;52;37.89386142427569
5;53;35.999168353061904
5;54;34.19920993540881
5;55;32.48924943863837
5;56;30.864786966706447
5;57;29.321547618371124
5;58;27.855470237452565
5;59;26.462696725579935
5;60;25.139561889300936
5;61;23.882583794835888
5;62;22.688454605094094
5;63;21.55403187483939
5;64;20.476330281097418
5;65;19.452513767042547
5;66;18.47988807869042
5;67;17.555893674755897
5;68;16.6780989910181
5;69;15.844194041467194
5;70;15.051984339393833
6;1;617.31
6;2;586.4445
6;3;557.122275
6;4;529.2661612499999
6;5;476.3395451249999
6;6;381.0716361
6;7;362.01805429499996
6;8;343.91715158024994
6;9;326.7212940012374
6;10;310.3852293011755
6;11;294.86596783611674
6;12;280.1226694443109
6;13;266.11653597209533
6;14;252.81070917349055
6;15;240.170173714816
6;16;228.16166502907518
6;17;216.7535817776214
6;18;205.91590268874032
