date;type;title;total;live;od;web;app
04.06.2026;S;31. jaoskond;274;192;82;234;40
04.06.2026;S;Marie Antoinette;84;3;81;66;18
04.06.2026;S;Müür;11;0;11;11;0
04.06.2026;S;Elu allpool nulli;13;3;10;9;4
04.06.2026;Y;Jane Austeni raamatuklubi;180;0;180;140;40
04.06.2026;Y;Ämblikmees: Pole koduteed;110;0;110;74;36
04.06.2026;Y;Teised;68;0;68;57;11
04.06.2026;Y;Navalnõi;80;4;76;51;29
04.06.2026;Y;Siin. Praegu. Pärast;43;0;43;43;0
04.06.2026;Y;Lansky. Ameerika vägevaim gangster;41;0;41;34;7
04.06.2026;Y;Shirley;41;0;41;34;7
04.06.2026;Y;Noémie ütleb jah;6;0;6;6;0
04.06.2026;S;Müür. Hotellimõrvar;4;0;4;0;4
04.06.2026;Y;Korporatiivne toit;11;0;11;0;11
04.06.2026;S;Kaks tuhat kakskümmend kuus;1617;562;1083;1367;250
04.06.2026;S;Isa Brown;1832;0;1832;1169;663
04.06.2026;S;Hercule Poirot;1176;10;1167;600;576
04.06.2026;S;Grace;622;6;616;343;279
04.06.2026;S;Joanna Lumley Suurbritannia avastusretk;348;274;74;326;22
04.06.2026;S;Kadunud;289;0;289;166;123
04.06.2026;S;Suured loomad, väiksed loomad;255;0;255;154;101
04.06.2026;S;Südameasi;177;3;174;126;51
04.06.2026;S;Grantchester;107;0;107;74;33
04.06.2026;S;Kuninglik skandaal;83;0;83;69;14
04.06.2026;S;Kuld;138;0;138;69;69
04.06.2026;S;Professor T.;95;0;95;66;29
04.06.2026;S;Kirjanike radadel Richard E. Grantiga;90;18;72;57;33
04.06.2026;S;Mutihärra Mutik;48;31;17;34;14
04.06.2026;S;Muutuv planeet;38;0;38;31;7
04.06.2026;S;Lahku. Barcelona;35;0;35;31;4
04.06.2026;S;Hotell Portofino;35;0;35;31;4
04.06.2026;S;Elukaaslased;30;3;27;26;4
04.06.2026;S;Archie;33;0;33;26;7
04.06.2026;S;Surm paradiisis;34;0;34;23;11
04.06.2026;S;Öine rong;20;0;20;20;0
04.06.2026;S;Vera;27;0;27;20;7
04.06.2026;S;Kokkutulek;24;0;24;20;4
04.06.2026;S;Sherlock;45;0;45;20;25
04.06.2026;S;Õde Boniface'i mõistatused;20;9;11;20;0
04.06.2026;S;Ellis;21;0;21;17;4
04.06.2026;S;Dalgliesh;28;0;28;17;11
04.06.2026;S;Tšornobõli katastroof;24;0;24;17;7
04.06.2026;S;Vaikimiskoodeks;28;0;28;17;11
04.06.2026;S;Claude;36;18;18;14;22
04.06.2026;S;Ridley;18;0;18;14;4
04.06.2026;S;Stanley Tucci avastamas Itaaliat;15;0;15;11;4
04.06.2026;S;Räpane neljas võim;11;0;11;11;0
04.06.2026;S;Vanaaja seitse maailmaimet;20;0;20;9;11
04.06.2026;S;Pikk vari;16;0;16;9;7
04.06.2026;S;Sina ja mina;9;0;9;9;0
04.06.2026;S;Auschwitzi tätoveerija;9;0;9;9;0
04.06.2026;S;Shetland;9;0;9;9;0
04.06.2026;S;Surm paradiisis. Jõulu-eri;9;0;9;9;0
04.06.2026;S;Martin Clunesiga Atlandi ookeani saartel;6;0;6;6;0
04.06.2026;S;Annika;13;0;13;6;7
04.06.2026;S;Dünastiad;6;0;6;6;0
04.06.2026;S;Midsomeri mõrvad;10;0;10;6;4
04.06.2026;S;Maailm leekides;6;0;6;6;0
04.06.2026;S;Jäine planeet II;17;0;17;6;11
04.06.2026;S;Palgamõrvar;3;0;3;3;0
04.06.2026;S;Kutsikapõli;3;0;3;3;0
04.06.2026;S;Simon Reeve'iga Skandinaavias;3;0;3;3;0
04.06.2026;S;Sulle tehti tüng!;7;0;7;3;4
04.06.2026;S;Jõulud Inglismaa aadlimõisates;3;0;3;3;0
04.06.2026;S;Juurdlust toimetab Lucy Worsley;3;0;3;3;0
04.06.2026;S;Joanna Lumley Siiditee seiklus;7;0;7;3;4
04.06.2026;S;Raymond Blanci lihtsad toidud;3;0;3;3;0
04.06.2026;S;Bettany Hughesi suur reisituur: Pariisist Rooma;3;0;3;3;0
04.06.2026;Y;Jaanuari kaks palet;151;0;151;86;65
04.06.2026;Y;Rafael Nadal - liivaväljakute kuningas;71;0;71;46;25
04.06.2026;Y;Paljunäoline Jim Carrey;53;0;53;46;7
04.06.2026;Y;Billy Elliot;42;0;42;31;11
04.06.2026;Y;Kuidas loomad üksteisega räägivad;48;0;48;26;22
04.06.2026;Y;Londoni linnaloodus;27;0;27;23;4
04.06.2026;Y;Cheri lugu;13;0;13;9;4
04.06.2026;Y;Süütu;6;0;6;6;0
04.06.2026;Y;Väljasuremine: faktid;6;0;6;6;0
04.06.2026;Y;Mariah Carey. Südikus ja sära;10;0;10;6;4
04.06.2026;Y;Coco Chanel lahtinööbitult;20;0;20;6;14
04.06.2026;Y;Tom Hanks. Nomaad;6;0;6;6;0
04.06.2026;Y;Tõeline Mo Farah;10;0;10;6;4
04.06.2026;Y;Mängupalavik;6;0;6;6;0
04.06.2026;Y;Attenborough ja imelised laulud;3;0;3;3;0
04.06.2026;Y;Viimane buss;3;0;3;3;0
04.06.2026;Y;Maailm linnulennult;3;0;3;3;0
04.06.2026;S;Kutsikate ja kassipoegade imeline maailm;11;0;11;0;11
04.06.2026;S;Elizabeth Taylor. Mässajast superstaar;4;0;4;0;4
04.06.2026;S;Moodsa aja geniaalsed alustalad;4;0;4;0;4
04.06.2026;S;Adam Richman sööb nagu jalkafänn;4;0;4;0;4
04.06.2026;S;Öökull;388;0;388;254;134
04.06.2026;S;Papi;233;0;233;197;36
04.06.2026;S;Stepilõvi Celaleddin;93;0;93;57;36
04.06.2026;S;100 000 minutit ninapidi koos;18;0;18;11;7
04.06.2026;S;Naisspioonid II maailmasõjas;9;0;9;9;0
04.06.2026;S;Jälg;16;0;16;9;7
04.06.2026;S;Hiirelõks kassile;9;0;9;9;0
04.06.2026;S;Major Skovoroda;10;0;10;6;4
04.06.2026;S;Peakoka auroog;6;0;6;6;0
04.06.2026;S;Pöörane aasta;6;0;6;6;0
04.06.2026;S;Topeltpanused;6;0;6;6;0
04.06.2026;S;Aastavahetuse patrull;6;0;6;6;0
04.06.2026;S;Armastan sind igavesti;6;0;6;6;0
04.06.2026;S;Viimane kiri kallimalt;6;0;6;6;0
04.06.2026;S;Ükskord laupäeval;3;0;3;3;0
04.06.2026;S;Kergejõustiku MM Tokyos;10;0;10;3;7
04.06.2026;S;Saatuse kiuste;3;0;3;3;0
04.06.2026;S;Jalgpalli MM valikmängud;3;0;3;3;0
04.06.2026;S;Eelarvamuslik suhtumine;3;0;3;3;0
04.06.2026;S;Ema valik;3;0;3;3;0
04.06.2026;S;Pagana pann;3;0;3;3;0
04.06.2026;S;Pöörane aasta Aafrikas;3;0;3;3;0
04.06.2026;S;Kui kardad, naerata;3;0;3;3;0
04.06.2026;S;Aafrika suurliigid;3;0;3;3;0
04.06.2026;S;Hundiseadus;3;0;3;3;0
04.06.2026;S;Külamehe luiskelood;3;0;3;3;0
04.06.2026;S;Veronika;3;0;3;3;0
04.06.2026;S;Õiglus;3;0;3;3;0
04.06.2026;S;Zoja;3;0;3;3;0
04.06.2026;S;Õnnemajake;3;0;3;3;0
04.06.2026;S;Riigiametnik;3;0;3;3;0
04.06.2026;S;Retromultikad;3;0;3;3;0
04.06.2026;S;Doktor Nadežda;3;0;3;3;0
04.06.2026;Y;Hiilgus;50;0;50;46;4
04.06.2026;Y;Jacob Collier Baloise Sessionil;21;0;21;17;4
04.06.2026;Y;Rong väljaspool sõiduplaani;21;0;21;14;7
04.06.2026;Y;Kuldsed hääled;11;0;11;11;0
04.06.2026;Y;Sinu värv;11;0;11;11;0
04.06.2026;Y;Taevatrepp;13;0;13;9;4
04.06.2026;Y;Murieli pulm;16;0;16;9;7
04.06.2026;Y;Jurõk;6;0;6;6;0
04.06.2026;Y;Vetikate lummuses;6;0;6;6;0
04.06.2026;Y;Tšornobõl 22;3;0;3;3;0
04.06.2026;Y;Taadi hällilaul;3;0;3;3;0
04.06.2026;Y;Lõhestatud NATO;7;0;7;3;4
04.06.2026;S;Pulss;3768;1071;2780;2851;917
04.06.2026;S;Kalifaat;283;0;283;203;80
04.06.2026;S;Jana - igaveseks märgitud;165;0;165;100;65
04.06.2026;S;Kõik patud;74;0;74;34;40
04.06.2026;S;Segased;27;0;27;23;4
04.06.2026;S;Taanimaa imeline taltsutamata loodus;13;0;13;9;4
04.06.2026;S;Rannahotell;9;0;9;9;0
04.06.2026;S;Harald ja Sonja;13;0;13;9;4
04.06.2026;S;Pühapäevalõuna;3;0;3;3;0
04.06.2026;S;Räpane sport - laskesuusatamise skandaal;3;0;3;3;0
04.06.2026;S;Tantsutüdrukud;3;0;3;3;0
04.06.2026;S;Queen of F*cking Everything;7;0;7;3;4
04.06.2026;Y;Võrsuv põlvkond;37;0;37;23;14
04.06.2026;Y;Elu maitse;14;0;14;14;0
04.06.2026;Y;Ja kuningas ütles, kui imeline masin;18;0;18;11;7
04.06.2026;Y;Armastan sind, kuni...;11;0;11;11;0
04.06.2026;Y;Noored ja ilusad;6;0;6;6;0
04.06.2026;Y;Maailma kaugeim restoran;6;0;6;6;0
04.06.2026;Y;Solsidan;6;0;6;6;0
04.06.2026;Y;Hollywoodi gala;6;0;6;6;0
04.06.2026;Y;Amundsen;6;0;6;6;0
04.06.2026;Y;Meie mees Ameerikas;3;0;3;3;0
04.06.2026;Y;Süvamaa;7;0;7;3;4
04.06.2026;Y;Ükskord metsas;3;0;3;3;0
04.06.2026;Y;Kodu;3;0;3;3;0
04.06.2026;Y;Superkoomik;3;0;3;3;0
04.06.2026;S;Pipi Pikksukk;4;0;4;0;4
04.06.2026;Y;Liv Ullmann: vähem tallatud rada;4;0;4;0;4
04.06.2026;S;La Promesa;4777;723;4133;3857;920
04.06.2026;S;Betty diagnoosid;604;314;304;546;58
04.06.2026;S;Mõrvad põhjas;330;0;330;174;156
04.06.2026;S;Okavango – unistuste jõgi;162;117;48;126;36
04.06.2026;S;Sissi;140;0;140;97;43
04.06.2026;S;Ivalo;111;0;111;86;25
04.06.2026;S;Maxima;57;0;57;57;0
04.06.2026;S;Raudne eesriie. Elu Nõukogude okupatsiooni tingimustes;60;0;60;46;14
04.06.2026;S;Kadumiste kolmnurk;59;0;59;34;25
04.06.2026;S;Kes tappis Otto Mülleri?;37;0;37;26;11
04.06.2026;S;See ei ole mõrvamüsteerium;44;0;44;26;18
04.06.2026;S;Argentina, äärmuste maa;34;0;34;23;11
04.06.2026;S;Ernest ja Celestine;31;14;17;20;11
04.06.2026;S;Kunagi pole liiga hilja;20;0;20;20;0
04.06.2026;S;Maailma ohtlikemad raudteed;34;0;34;20;14
04.06.2026;S;Nicolas le Floch;42;0;42;17;25
04.06.2026;S;Eurovisiooni lauluvõistlus 2026;47;0;47;14;33
04.06.2026;S;Vürtside võlumaailm;15;0;15;11;4
04.06.2026;S;Laskesuusatamise MK etapid;13;0;13;9;4
04.06.2026;S;Putini salarelvad;16;0;16;9;7
04.06.2026;S;Parlament;20;0;20;9;11
04.06.2026;S;Jaht Monteperdidos;13;0;13;9;4
04.06.2026;S;Vahemeri;6;0;6;6;0
04.06.2026;S;Iluuisutamise MM Prahas;6;0;6;6;0
04.06.2026;S;Kalamaja blues;6;0;6;6;0
04.06.2026;S;Väinad maa ja mere vahel;6;0;6;6;0
04.06.2026;S;Legendide maad;3;0;3;3;0
04.06.2026;S;Karumõmm Pups;14;0;14;3;11
04.06.2026;S;Aegluubis maailm. Uus-Meremaa;3;0;3;3;0
04.06.2026;S;Erinnüsed;10;0;10;3;7
04.06.2026;S;Eurovisiooni laulud 2026 (eesti viipekeeles);10;0;10;3;7
